poi_name,category,source_keyword,address,distance,lat,lng,telephone,pet_friendly_status,confidence_level,evidence_source,evidence_text,suitable_pet_size,space_type,crowd_level,pet_stress_level,risk_note,transaction_action,route_role
中共南京市秦淮区五老村街道新街口商业街社区党委委员会,政府机构;党派团体,新街口 步行街,南京市秦淮区双塘巷与游府西街交叉口南50米,1297,32.044296,118.797468,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,商业街区,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
双龙巷通信市场,购物;家电数码,新街口 步行街,双龙巷一号通信市场(鼓楼地铁站1号口步行470米),2506,32.062814,118.792749,(025)68909798,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
棒棰岛海参(新街口店),购物;商铺,新街口 步行街,太平南路236号-2（常府街地铁站4号口步行90米）,1409,32.041225,118.799053,"(025)86601858,18112903118",待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
同仁新寓,房地产;住宅区,新街口 步行街,江苏省南京市玄武区鱼市街57号(珠江路地铁站3号口步行350米),2008,32.057804,118.793264,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
双井巷九号小区,房地产;住宅区,新街口 步行街,南京市玄武区双井巷9号(浮桥地铁站1号口步行420米),2343,32.05776,118.79992,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
银鸿商务中心,房地产;写字楼,新街口 步行街,南京市玄武珠江路350号(浮桥地铁站2号口步行150米),2132,32.054824,118.800376,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
德融1913私人制艺术街区(洪武北路店),购物;其他,新街口 步行街,洪武北路129号,1634,32.052826,118.795152,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,小型犬/中型犬,商业街区,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
金鹰国际购物中心(新街口店),购物;购物中心,新街口 商场,汉中路89号,702,32.047573,118.786169,(025)84708899,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
金鹰国际购物中心A座(新街口店),购物,新街口 商场,江苏省南京市秦淮区汉中路89号,726,32.047552,118.786991,(025)84708899,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
GXG(中央商场新街口商业步行区店),购物;商铺,新街口 商场,中山南路79号中央商场4F,873,32.045096,118.792344,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
学而思学习机(中央商场新街口店),购物;家电数码,新街口 商场,江苏省南京市秦淮区中山南路79号中央商场F3,860,32.045113,118.792169,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
新世界百货(南京店),购物;购物中心,新街口 商场,江苏省南京市玄武区新街口街道北门桥社区珠江路88号(近丹凤街),1870,32.055678,118.794789,(025)84533666,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
盛时钟表维修(中央商场新街口商业步行区店),生活服务;维修点,新街口 商场,中山南路79号中央商场一楼欧米茄维修中心,844,32.044756,118.792194,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
Calvin Tracy(中央商场新街口商业步行区店),购物;商铺,新街口 商场,江苏省南京市秦淮区中山南路79号中央商场F5,816,32.044558,118.791972,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
Ordifen欧迪芬(中央商场新街口商业步行区店),购物;商铺,新街口 商场,江苏省南京市秦淮区中山南路79号中央商场F5,822,32.045112,118.791719,18001587876,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
乐町(中央商场),购物;商铺,新街口 商场,中山南路79号中央商场（南京中心店)F5层,853,32.044994,118.792166,(025)86281981,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
野纯(中央商场新街口商业步行区店),购物;商铺,新街口 商场,江苏省南京市秦淮区中山南路79号中央商场F3,767,32.044783,118.791267,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
星·依凡(南京新百店),购物;商铺,新街口 商场,江苏省南京市秦淮区中山南路79号中央商场(新街口商业步行区店)F3,895,32.046763,118.791291,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
苏果好的便利店(南京新街口地铁站中央商场清沐·尚酒店店),购物;超市,新街口 商场,江苏省南京市秦淮区洪武路123~129号,1001,32.044327,118.794187,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
海马体照相馆(南京新街口中央商场店),生活服务;照相馆,新街口 商场,中山南路79号中央商场3F-2111号铺,830,32.045024,118.791867,(025)86622135,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
全季酒店(南京新街口中央商场店),酒店,新街口 商场,淮海路金銮巷9号 (华盈大厦),783,32.043087,118.792202,"(025)83237799,17705153640",待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
清沐·尚酒店(南京新街口地铁站中央商场店),酒店,新街口 商场,洪武路129号,1010,32.0444,118.794264,(025)89610588,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
OMEGA欧米茄(中央商场新街口商业步行区店),购物;商铺,新街口 商场,江苏省南京市秦淮区中山南路79号中央商场F1,817,32.044536,118.791998,(025)84711153,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
Avene雅漾(中央商场新街口中心店),购物;商铺,新街口 商场,中山南路79号中央商场一楼,855,32.044968,118.792201,4008203639,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
Mini Peace(中央商场新街口商业步行区店),购物;商铺,新街口 商场,江苏省南京市秦淮区中山南路79号中央商场F3,835,32.045509,118.791599,(025)84709608,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
歌锦(中央商场新街口商业步行区店),购物;商铺,新街口 商场,江苏省南京市秦淮区中山南路79号中央商场F3,804,32.044879,118.791647,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
斯琴(中央商场新街口店),购物;商铺,新街口 商场,江苏省南京市秦淮区中山南路79号中央商场F3,819,32.044553,118.792016,13814522779,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
BIOTHERM碧欧泉(中央商场新街口商业步行区店),购物;商铺,新街口 商场,中山南路79号中央商场1F(新街口地铁站出入口旁),818,32.0451,118.791673,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
